"SN","Source","Region","Country","Country_ID","ISO2","ISO3","ADMIN1_NAME","ADMIN1_CODE","ADMIN2_NAME","ADMIN2_CODE","IU_NAME","IU_ID","LocationName","Longitude","Latitude","LocationType","Georeliability","Year_MDA1","N_MDA","Baseline_Prev","SurveyYear","Period","SurveyMonth","Passage","Method_0","Method_1","Method_2","Age_start","Age_end","Examined","Positive","Prevalence","CMFL","Vector_spp","Perc_PoolPositive","SourceOrigen","Funding","Composite_IU_ID"
"16418","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","AHAFO ANO SOUTH","21383","Ahafo-Ano South","21383","NYAMEBEKYERE","-1.9935278999999999","7.0128136999999997","Village","1",null,null,null,"1995","Before 2001","December","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"86.0","38.0","0.44186046499999998",null,"",null,"APOC","APOC Trust Fund","AGHA0216121383"
"16419","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","AHAFO ANO SOUTH","21383","Ahafo-Ano South","21383","NYAMEBEKYERE","-1.9935278999999999","7.0128136999999997","Village","1",null,null,null,"2000","Before 2001","May","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"79.0","6.0","7.5949367000000004E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216121383"
"16420","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","AHAFO ANO SOUTH","21383","Ahafo-Ano South","21383","NYAMEBEKYERE","-1.9935278999999999","7.0128136999999997","Village","1",null,null,null,"2004","2001 - 2005","September","3","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"140.0","30.0","0.21428571399999999",null,"",null,"APOC","APOC Trust Fund","AGHA0216121383"
"16421","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","AHAFO ANO SOUTH","21383","Ahafo-Ano South","21383","NYAMEBEKYERE I","-1.9935278999999999","7.0128136999999997","Village","1",null,null,null,"2007","2006 - 2010","October","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"122.0","3.0","2.4590164000000001E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216121383"
"16422","AFRO","Western Africa","Ghana","20","GH","GHA","UPPER EAST","2167","BUILSA SOUTH","21537","Builsa South","21537","NYANDEM","-1.4295","10.51117","Village","1",null,null,null,"1991","Before 2001","February","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"139.0","1.0","7.1942450000000002E-3",null,"",null,"APOC","APOC Trust Fund","AGHA0216721537"
"16423","AFRO","Western Africa","Ghana","20","GH","GHA","VOLTA","2169","NKWANTA SOUTH","21575","Nkwanta South","21575","OBANDA","0.51000000000000001","7.9299999999999997","Village","1",null,null,null,"1998","Before 2001","October","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"243.0","23.0","9.4650206000000001E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216921575"
"16424","AFRO","Western Africa","Ghana","20","GH","GHA","EASTERN","2164","UPPER MANYA KROBO","21482","Upper Manya Krobo","21482","Odichinase","-7.1805599999999997E-2","6.2632778","Village","1",null,null,null,"2006","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"127.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA0216421482"
"16425","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","ASANTE-AKYEM CENTRAL","21388","Asante Akim Central","21388","Odumasi No.2","-1.2296948000000001","6.6218700000000004","Village","1",null,null,null,"2013","2011 - 2016","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"76.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA0216121388"
"16426","AFRO","Western Africa","Ghana","20","GH","GHA","VOLTA","2169","KADJEBI","21566","Kadjebi","21566","OKRAKROM","0.57999999999999996","7.8799999999999999","Village","1",null,null,null,"1990","Before 2001","February","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"333.0","199.0","0.59759759800000001",null,"",null,"APOC","APOC Trust Fund","AGHA0216921566"
"16427","AFRO","Western Africa","Ghana","20","GH","GHA","VOLTA","2169","KADJEBI","21566","Kadjebi","21566","OKRAKROM(5112)","0.57999999999999996","7.8799999999999999","Village","1",null,null,null,"2000","Before 2001","April","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"106.0","6.0","5.6603774000000003E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216921566"
"16428","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","PRU","21425","Pru","21425","Old Abease","-1.1802827","7.9585736999999996","Village","1",null,null,null,"2007","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"54.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA0216221425"
"16429","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","KINTAMPO SOUTH","21422","Kintampo South","21422","OLD LONGORO","-2.0302851","8.1427151999999996","Village","1",null,null,null,"2010","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"68.0","3.0","4.4117647000000003E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216221422"
"16430","AFRO","Western Africa","Ghana","20","GH","GHA","WESTERN","2170","AOWIN","21581","Aowin","21581","Old Yakasi","-2.8681399999999999","5.7698200000000002","Village","1",null,null,null,"2012","2011 - 2016","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"106.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA0217021581"
"16431","AFRO","Western Africa","Ghana","20","GH","GHA","",null,"",null,"",null,"Onyinatutusore",null,null,"Village","99",null,null,null,"2007","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"72.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA   NA   NA"
"16432","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","ADANSI SOUTH","21380","Adansi South","21380","Opare Kojo","-1.4832700000000001","5.9281199999999998","Village","1",null,null,null,"2013","2011 - 2016","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"95.0","1.0","1.0526316000000001E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216121380"
"16433","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","ASUNAFO NORTH","21408","Asunafo North","21408","OPAREKROM","-2.8500000000000001","6.6600000000000001","Village","1",null,null,null,"2001","2001 - 2005","May","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"349.0","50.0","0.143266476",null,"",null,"APOC","APOC Trust Fund","AGHA0216221408"
"16434","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","ATWIMA NWABIAGYA","21392","Atwima Nwabiagya","21392","Owabi","-1.7025777","6.7469485000000002","Village","1",null,null,null,"2012","2011 - 2016","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"62.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA0216121392"
"16435","AFRO","Western Africa","Ghana","20","GH","GHA","WESTERN","2170","WASSA AMENFI WEST","21603","Wassa Amenfi West","21603","Pantuuso","-2.5689799999999998","5.7697799999999999","Village","1",null,null,null,"2012","2011 - 2016","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"195.0","22.0","0.112820513",null,"",null,"APOC","APOC Trust Fund","AGHA0217021603"
"16436","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","NKORANZA NORTH","21423","Nkoranza North","21423","PAPAYE","-1.6200000000000001","7.8200000000000003","Village","1",null,null,null,"1999","Before 2001","October","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"53.0","7.0","0.132075472",null,"",null,"APOC","APOC Trust Fund","AGHA0216221423"
"16437","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","NKORANZA NORTH","21423","Nkoranza North","21423","PAPAYE","-1.6200000000000001","7.8200000000000003","Village","1",null,null,null,"2002","2001 - 2005","December","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"51.0","11.0","0.21568627500000001",null,"",null,"APOC","APOC Trust Fund","AGHA0216221423"
"16438","AFRO","Western Africa","Ghana","20","GH","GHA","NORTHERN","2166","WEST MAMPRUSI","21527","West Mamprusi","21527","PASINKPE","-1.0487299999999999","10.443770000000001","Village","1",null,null,null,"1976","Before 2001","February","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"0.0",null,null,null,"",null,"APOC","APOC Trust Fund","AGHA0216621527"
"16439","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","ATWIMA NWABIAGYA","21392","Atwima Nwabiagya","21392","Pasoro","-1.7484166999999999","6.7880500000000001","Village","1",null,null,null,"2007","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"183.0","2.0","0.010928962",null,"",null,"APOC","APOC Trust Fund","AGHA0216121392"
"16440","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","ATWIMA MPONUA","21391","Atwima Mponua","21391","PASORO","-2.4220697000000002","6.4357487999999998","Village","1",null,null,null,"1995","Before 2001","September","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"227.0","10.0","4.4052862999999998E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216121391"
"16441","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","ATWIMA MPONUA","21391","Atwima Mponua","21391","PASORO","-2.4220697000000002","6.4357487999999998","Village","1",null,null,null,"2007","2006 - 2010","October","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"181.0","3.0","1.6574585999999999E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216121391"
"16442","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","ATWIMA NWABIAGYA","21392","Atwima Nwabiagya","21392","Pasoro (Anansu replaced)","-1.75064","6.7888900000000003","Village","1",null,null,null,"2012","2011 - 2016","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"60.0","1.0","0.016666667",null,"",null,"APOC","APOC Trust Fund","AGHA0216121392"
"16443","AFRO","Western Africa","Ghana","20","GH","GHA","WESTERN","2170","TARKWA NSUAEM","21599","Tarkwa Nsuaem Municipal","21599","Pataho","-1.9802999999999999","5.1586400000000001","Village","1",null,null,null,"2012","2011 - 2016","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"118.0","6.0","5.0847457999999998E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0217021599"
"16444","AFRO","Western Africa","Ghana","20","GH","GHA","",null,"",null,"",null,"Pewodea",null,null,"Village","99",null,null,null,"2007","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"155.0","1.0","6.4516130000000001E-3",null,"",null,"APOC","APOC Trust Fund","AGHA   NA   NA"
"16445","AFRO","Western Africa","Ghana","20","GH","GHA","VOLTA","2169","NKWANTA NORTH","21574","Nkwanta North","21574","PIBILA I","0.23999999999999999","8.7300000000000004","Village","1",null,null,null,"1998","Before 2001","October","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"303.0","62.0","0.204620462",null,"",null,"APOC","APOC Trust Fund","AGHA0216921574"
"16446","AFRO","Western Africa","Ghana","20","GH","GHA","VOLTA","2169","NKWANTA NORTH","21574","Nkwanta North","21574","PIBILA I","0.23999999999999999","8.7300000000000004","Village","1",null,null,null,"2002","2001 - 2005","December","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"120.0","5.0","4.1666666999999998E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216921574"
"16447","AFRO","Western Africa","Ghana","20","GH","GHA","VOLTA","2169","NKWANTA NORTH","21574","Nkwanta North","21574","PIBILLA","0.24459","8.7297999999999991","Village","1",null,null,null,"2010","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"107.0","1.0","9.3457939999999993E-3",null,"",null,"APOC","APOC Trust Fund","AGHA0216921574"
"16448","AFRO","Western Africa","Ghana","20","GH","GHA","VOLTA","2169","KADJEBI","21566","Kadjebi","21566","Pillar 83","0.58941670000000002","7.7055832999999998","Village","1",null,null,null,"2006","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"31.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA0216921566"
"16449","AFRO","Western Africa","Ghana","20","GH","GHA","VOLTA","2169","KADJEBI","21566","Kadjebi","21566","Pillar 83","0.58904000000000001","7.7088999999999999","Village","1",null,null,null,"2012","2011 - 2016","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"34.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA0216921566"
"16450","AFRO","Western Africa","Ghana","20","GH","GHA","VOLTA","2169","KADJEBI","21566","Kadjebi","21566","PILLAR 83","0.57999999999999996","7.6600000000000001","Village","1",null,null,null,"2000","Before 2001","April","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"123.0","8.0","6.5040650000000005E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216921566"
"16451","AFRO","Western Africa","Ghana","20","GH","GHA","UPPER EAST","2167","KASSENA NANKANA WEST","21540","Kassena Nankana West","21540","PINDAA","-1.1399999999999999","10.98","Village","1",null,null,null,"1997","Before 2001","September","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"142.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA0216721540"
"16452","AFRO","Western Africa","Ghana","20","GH","GHA","ASHANTI","2161","ADANSI SOUTH","21380","Adansi South","21380","Praso Koforidua","-1.32151","5.94156","Village","1",null,null,null,"2013","2011 - 2016","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"53.0","2.0","3.7735849000000002E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216121380"
"16453","AFRO","Western Africa","Ghana","20","GH","GHA","NORTHERN","2166","MAMPRUGO MOADURI","21513","Mamprugu Moagduri","21513","PRIMA","-1.0800000000000001","10.279999999999999","Village","1",null,null,null,"1996","Before 2001","May","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"102.0","0.0","0.0",null,"",null,"APOC","APOC Trust Fund","AGHA0216621513"
"16454","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","NKORANZA SOUTH","21424","Nkoranza South","21424","Pruso","-1.5645556","7.5088888999999996","Village","1",null,null,null,"2006","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"206.0","2.0","9.7087379999999997E-3",null,"",null,"APOC","APOC Trust Fund","AGHA0216221424"
"16455","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","PRU","21425","Pru","21425","PRUSO ABEASE","-1.23","7.8899999999999997","Village","1",null,null,null,"1995","Before 2001","December","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"116.0","7.0","6.0344828000000003E-2",null,"",null,"APOC","APOC Trust Fund","AGHA0216221425"
"16456","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","PRU","21425","Pru","21425","PRUSO ABEASE","-1.23","7.8899999999999997","Village","1",null,null,null,"2004","2001 - 2005","September","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"113.0","11.0","0.097345133",null,"",null,"APOC","APOC Trust Fund","AGHA0216221425"
"16457","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","PRU","21425","Pru","21425","Pruso Buipe","-1.1192500000000001","7.9491667000000001","Village","1",null,null,null,"2007","2006 - 2010","",null,"","Parasitological","Parasitology (Skin biopsy)",null,null,"17.0","3.0","0.17647058800000001",null,"",null,"APOC","APOC Trust Fund","AGHA0216221425"
"16458","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","PRU","21425","Pru","21425","PRUSO BUPEI","-1.1899999999999999","7.8899999999999997","Village","1",null,null,null,"1995","Before 2001","December","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"93.0","2.0","0.021505376",null,"",null,"APOC","APOC Trust Fund","AGHA0216221425"
"16459","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","PRU","21425","Pru","21425","PRUSO BUPEI","-1.1899999999999999","7.8899999999999997","Village","1",null,null,null,"2004","2001 - 2005","September","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"79.0","12.0","0.15189873400000001",null,"",null,"APOC","APOC Trust Fund","AGHA0216221425"
"16460","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","PRU","21425","Pru","21425","PRUSO BUPEI","-1.1899999999999999","7.8899999999999997","Village","1",null,null,null,"2007","2006 - 2010","October","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"17.0","3.0","0.17647058800000001",null,"",null,"APOC","APOC Trust Fund","AGHA0216221425"
"16461","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","KINTAMPO NORTH","21421","Kintampo","21421","PUMPUANO","-1.7","8.1666699999999999","Village","1",null,null,null,"1980","Before 2001","February","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"70.0","35.0","0.5",null,"",null,"APOC","APOC Trust Fund","AGHA0216221421"
"16462","AFRO","Western Africa","Ghana","20","GH","GHA","BRONG AHAFO","2162","KINTAMPO NORTH","21421","Kintampo","21421","PUMPUANO","-1.7","8.1666699999999999","Village","1",null,null,null,"2000","Before 2001","April","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"111.0","12.0","0.10810810799999999",null,"",null,"APOC","APOC Trust Fund","AGHA0216221421"
"16463","AFRO","Western Africa","Ghana","20","GH","GHA","UPPER WEST","2168","WA","21553","Wa","21553","SAA","-2.5415299","10.0242568","Village","1",null,null,null,"1976","Before 2001","February","1","Mapping","Parasitological","Parasitology (Skin biopsy)",null,null,"247.0","135.0","0.54655870399999995",null,"",null,"APOC","APOC Trust Fund","AGHA0216821553"
"16464","AFRO","Western Africa","Ghana","20","GH","GHA","UPPER WEST","2168","WA","21553","Wa","21553","SAA","-2.5415299","10.0242568","Village","1",null,null,null,"1978","Before 2001","October","2","Impact Assessment","Parasitological","Parasitology (Skin biopsy)",null,null,"155.0","69.0","0.44516128999999999",null,"",null,"APOC","APOC Trust Fund","AGHA0216821553"
